YVR,YYZ,2026-05-21T06:50:00+00:00,2026-05-21T11:28:00+00:00,Boeing 737 MAX 9,180,180
YYZ,YVR,2026-05-21T06:24:00+00:00,2026-05-21T11:02:00+00:00,Boeing 737 MAX 9,180,180
YVR,BER,2026-05-21T06:13:00+00:00,2026-05-21T15:56:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,IAH,2026-05-21T06:30:00+00:00,2026-05-21T10:56:00+00:00,Boeing 737 MAX 9,180,180
YVR,PHX,2026-05-21T06:39:00+00:00,2026-05-21T09:40:00+00:00,Boeing 737 MAX 9,180,180
SAN,YVR,2026-05-21T06:44:00+00:00,2026-05-21T09:39:00+00:00,Boeing 737 MAX 9,180,180
AGP,YVR,2026-05-21T06:47:00+00:00,2026-05-21T17:18:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,ATH,2026-05-21T06:42:00+00:00,2026-05-21T18:25:00+00:00,Boeing 787-9 Dreamliner,180,180
ATH,YVR,2026-05-21T06:13:00+00:00,2026-05-21T17:56:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,DWC,2026-05-21T06:19:00+00:00,2026-05-21T20:14:00+00:00,Boeing 787-9 Dreamliner,180,180
DWC,YVR,2026-05-21T06:37:00+00:00,2026-05-21T20:32:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,ISB,2026-05-21T06:34:00+00:00,2026-05-21T19:15:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,MNL,2026-05-21T06:43:00+00:00,2026-05-21T19:16:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,AMD,2026-05-21T06:10:00+00:00,2026-05-21T20:08:00+00:00,Boeing 787-9 Dreamliner,180,180
AMD,YVR,2026-05-21T06:17:00+00:00,2026-05-21T20:15:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,BOM,2026-05-21T06:44:00+00:00,2026-05-21T21:11:00+00:00,Boeing 787-9 Dreamliner,180,180
BOM,YVR,2026-05-21T06:31:00+00:00,2026-05-21T20:58:00+00:00,Boeing 787-9 Dreamliner,180,180
HSR,YVR,2026-05-21T06:39:00+00:00,2026-05-21T20:44:00+00:00,Boeing 787-9 Dreamliner,180,180
NAG,YVR,2026-05-21T06:26:00+00:00,2026-05-21T20:29:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,ISK,2026-05-21T06:21:00+00:00,2026-05-21T20:39:00+00:00,Boeing 787-9 Dreamliner,180,180
ISK,YVR,2026-05-21T06:16:00+00:00,2026-05-21T20:34:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,PNQ,2026-05-21T06:29:00+00:00,2026-05-21T20:58:00+00:00,Boeing 787-9 Dreamliner,180,180
PNQ,YVR,2026-05-21T06:42:00+00:00,2026-05-21T21:11:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,STV,2026-05-21T06:19:00+00:00,2026-05-21T20:31:00+00:00,Boeing 787-9 Dreamliner,180,180
VNS,YVR,2026-05-21T06:43:00+00:00,2026-05-21T20:07:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,IMF,2026-05-21T06:48:00+00:00,2026-05-21T19:51:00+00:00,Boeing 787-9 Dreamliner,180,180
VTZ,YVR,2026-05-21T06:29:00+00:00,2026-05-21T20:47:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,LKO,2026-05-21T06:15:00+00:00,2026-05-21T19:34:00+00:00,Boeing 787-9 Dreamliner,180,180
YVR,COK,2026-05-21T06:14:00+00:00,2026-05-21T21:40:00+00:00,Boeing 787-9 Dreamliner,180,180
COK,YVR,2026-05-21T06:44:00+00:00,2026-05-21T22:10:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,MUC,2026-05-21T06:18:00+00:00,2026-05-21T15:48:00+00:00,Boeing 787-9 Dreamliner,180,180
MUC,YYC,2026-05-21T06:45:00+00:00,2026-05-21T16:15:00+00:00,Boeing 787-9 Dreamliner,180,180
CPH,YYC,2026-05-21T06:48:00+00:00,2026-05-21T15:36:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,BOS,2026-05-21T06:23:00+00:00,2026-05-21T11:03:00+00:00,Boeing 737 MAX 9,180,180
BOS,YYC,2026-05-21T06:22:00+00:00,2026-05-21T11:02:00+00:00,Boeing 737 MAX 9,180,180
YYC,MSP,2026-05-21T06:35:00+00:00,2026-05-21T09:15:00+00:00,Boeing 737 MAX 9,180,180
MSP,YYC,2026-05-21T06:33:00+00:00,2026-05-21T09:13:00+00:00,Boeing 737 MAX 9,180,180
YYC,BUD,2026-05-21T06:43:00+00:00,2026-05-21T16:38:00+00:00,Boeing 787-9 Dreamliner,180,180
BUD,YYC,2026-05-21T06:25:00+00:00,2026-05-21T16:20:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,BAH,2026-05-21T06:24:00+00:00,2026-05-21T19:45:00+00:00,Boeing 787-9 Dreamliner,180,180
BAH,YYC,2026-05-21T06:10:00+00:00,2026-05-21T19:31:00+00:00,Boeing 787-9 Dreamliner,180,180
MED,YYC,2026-05-21T06:24:00+00:00,2026-05-21T19:41:00+00:00,Boeing 787-9 Dreamliner,180,180
HND,YYC,2026-05-21T06:27:00+00:00,2026-05-21T16:10:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,BDQ,2026-05-21T06:23:00+00:00,2026-05-21T20:20:00+00:00,Boeing 787-9 Dreamliner,180,180
BDQ,YYC,2026-05-21T06:46:00+00:00,2026-05-21T20:43:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,ISK,2026-05-21T06:25:00+00:00,2026-05-21T20:38:00+00:00,Boeing 787-9 Dreamliner,180,180
ISK,YYC,2026-05-21T06:36:00+00:00,2026-05-21T20:49:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,IXA,2026-05-21T06:37:00+00:00,2026-05-21T20:01:00+00:00,Boeing 787-9 Dreamliner,180,180
IXA,YYC,2026-05-21T06:13:00+00:00,2026-05-21T19:37:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,CCU,2026-05-21T06:16:00+00:00,2026-05-21T19:54:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,IMF,2026-05-21T06:16:00+00:00,2026-05-21T19:29:00+00:00,Boeing 787-9 Dreamliner,180,180
VTZ,YYC,2026-05-21T06:37:00+00:00,2026-05-21T20:58:00+00:00,Boeing 787-9 Dreamliner,180,180
HKG,YYC,2026-05-21T06:14:00+00:00,2026-05-21T18:50:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,COK,2026-05-21T06:45:00+00:00,2026-05-21T22:10:00+00:00,Boeing 787-9 Dreamliner,180,180
YYC,MEL,2026-05-21T06:44:00+00:00,2026-05-21T22:59:00+00:00,Boeing 787-9 Dreamliner,180,180
MEL,YYC,2026-05-21T06:15:00+00:00,2026-05-21T22:30:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,TUN,2026-05-21T06:25:00+00:00,2026-05-21T15:20:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,BRU,2026-05-21T06:23:00+00:00,2026-05-21T13:55:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,YYZ,2026-05-21T06:13:00+00:00,2026-05-21T13:45:00+00:00,Boeing 787-9 Dreamliner,180,180
ARN,YYZ,2026-05-21T06:39:00+00:00,2026-05-21T14:29:00+00:00,Boeing 787-9 Dreamliner,180,180
CAI,YYZ,2026-05-21T06:45:00+00:00,2026-05-21T17:50:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,ATL,2026-05-21T06:41:00+00:00,2026-05-21T08:40:00+00:00,Airbus A320neo,180,180
DEN,YYZ,2026-05-21T06:47:00+00:00,2026-05-21T09:57:00+00:00,Boeing 737 MAX 9,180,180
YYZ,DTW,2026-05-21T06:13:00+00:00,2026-05-21T07:08:00+00:00,Airbus A320neo,180,180
DTW,YYZ,2026-05-21T06:13:00+00:00,2026-05-21T07:08:00+00:00,Airbus A320neo,180,180
IAD,YYZ,2026-05-21T06:43:00+00:00,2026-05-21T07:54:00+00:00,Airbus A320neo,180,180
LAX,YYZ,2026-05-21T06:15:00+00:00,2026-05-21T11:04:00+00:00,Boeing 737 MAX 9,180,180
YYZ,SAN,2026-05-21T06:14:00+00:00,2026-05-21T11:01:00+00:00,Boeing 737 MAX 9,180,180
SAN,YYZ,2026-05-21T06:25:00+00:00,2026-05-21T11:12:00+00:00,Boeing 737 MAX 9,180,180
YYZ,BCN,2026-05-21T06:46:00+00:00,2026-05-21T14:43:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,MAD,2026-05-21T06:49:00+00:00,2026-05-21T14:22:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,MXP,2026-05-21T06:46:00+00:00,2026-05-21T14:56:00+00:00,Boeing 787-9 Dreamliner,180,180
MXP,YYZ,2026-05-21T06:26:00+00:00,2026-05-21T14:36:00+00:00,Boeing 787-9 Dreamliner,180,180
FCO,YYZ,2026-05-21T06:25:00+00:00,2026-05-21T15:07:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,PTY,2026-05-21T06:39:00+00:00,2026-05-21T11:45:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,MED,2026-05-21T06:14:00+00:00,2026-05-21T18:26:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,RUH,2026-05-21T06:46:00+00:00,2026-05-21T19:24:00+00:00,Boeing 787-9 Dreamliner,180,180
RUH,YYZ,2026-05-21T06:14:00+00:00,2026-05-21T18:52:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,DXB,2026-05-21T06:42:00+00:00,2026-05-21T19:50:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,KHI,2026-05-21T06:14:00+00:00,2026-05-21T20:02:00+00:00,Boeing 787-9 Dreamliner,180,180
KHI,YYZ,2026-05-21T06:33:00+00:00,2026-05-21T20:21:00+00:00,Boeing 787-9 Dreamliner,180,180
HND,YYZ,2026-05-21T06:44:00+00:00,2026-05-21T19:03:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,ICN,2026-05-21T06:49:00+00:00,2026-05-21T19:26:00+00:00,Boeing 787-9 Dreamliner,180,180
ICN,YYZ,2026-05-21T06:43:00+00:00,2026-05-21T19:20:00+00:00,Boeing 787-9 Dreamliner,180,180
GMP,YYZ,2026-05-21T06:29:00+00:00,2026-05-21T19:05:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,BOM,2026-05-21T06:16:00+00:00,2026-05-21T20:58:00+00:00,Boeing 787-9 Dreamliner,180,180
BOM,YYZ,2026-05-21T06:18:00+00:00,2026-05-21T21:00:00+00:00,Boeing 787-9 Dreamliner,180,180
NAG,YYZ,2026-05-21T06:45:00+00:00,2026-05-21T21:27:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,LPQ,2026-05-21T06:26:00+00:00,2026-05-21T21:38:00+00:00,Boeing 787-9 Dreamliner,180,180
LPQ,YYZ,2026-05-21T06:26:00+00:00,2026-05-21T21:38:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,CCJ,2026-05-21T06:13:00+00:00,2026-05-21T21:58:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,GOX,2026-05-21T06:27:00+00:00,2026-05-21T21:35:00+00:00,Boeing 787-9 Dreamliner,180,180
YYZ,IXZ,2026-05-21T06:20:00+00:00,2026-05-21T22:31:00+00:00,Boeing 787-9 Dreamliner,180,180
IXZ,YYZ,2026-05-21T06:45:00+00:00,2026-05-21T22:56:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,HAM,2026-05-21T06:45:00+00:00,2026-05-21T13:26:00+00:00,Boeing 787-9 Dreamliner,180,180
ATL,LOS,2026-05-21T06:19:00+00:00,2026-05-21T17:35:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,BOS,2026-05-21T06:33:00+00:00,2026-05-21T16:31:00+00:00,Boeing 787-9 Dreamliner,180,180
BOS,LOS,2026-05-21T06:19:00+00:00,2026-05-21T16:17:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,SEA,2026-05-21T06:12:00+00:00,2026-05-21T20:21:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,PRG,2026-05-21T06:12:00+00:00,2026-05-21T12:31:00+00:00,Boeing 787-9 Dreamliner,180,180
PRG,LOS,2026-05-21T06:23:00+00:00,2026-05-21T12:42:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,BEY,2026-05-21T06:16:00+00:00,2026-05-21T12:04:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,TPE,2026-05-21T06:36:00+00:00,2026-05-21T21:15:00+00:00,Boeing 787-9 Dreamliner,180,180
TPE,LOS,2026-05-21T06:19:00+00:00,2026-05-21T20:58:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,PUS,2026-05-21T06:25:00+00:00,2026-05-21T21:20:00+00:00,Boeing 787-9 Dreamliner,180,180
PUS,LOS,2026-05-21T06:21:00+00:00,2026-05-21T21:16:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,MNL,2026-05-21T06:11:00+00:00,2026-05-21T21:11:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,AMD,2026-05-21T06:36:00+00:00,2026-05-21T15:53:00+00:00,Boeing 787-9 Dreamliner,180,180
AMD,LOS,2026-05-21T06:25:00+00:00,2026-05-21T15:42:00+00:00,Boeing 787-9 Dreamliner,180,180
IDR,LOS,2026-05-21T06:16:00+00:00,2026-05-21T15:54:00+00:00,Boeing 787-9 Dreamliner,180,180
LOS,BLR,2026-05-21T06:22:00+00:00,2026-05-21T16:15:00+00:00,Boeing 787-9 Dreamliner,180,180
BLR,LOS,2026-05-21T06:39:00+00:00,2026-05-21T16:32:00+00:00,Boeing 787-9 Dreamliner,180,180
CJB,LOS,2026-05-21T06:24:00+00:00,2026-05-21T16:13:00+00:00,Boeing 787-9 Dreamliner,180,180
GOX,LOS,2026-05-21T06:35:00+00:00,2026-05-21T16:00:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,TUN,2026-05-21T06:27:00+00:00,2026-05-21T09:03:00+00:00,Boeing 737 MAX 9,180,180
STN,TUN,2026-05-21T06:44:00+00:00,2026-05-21T09:35:00+00:00,Boeing 737 MAX 9,180,180
TUN,KRK,2026-05-21T06:26:00+00:00,2026-05-21T09:04:00+00:00,Boeing 737 MAX 9,180,180
TUN,ATL,2026-05-21T06:26:00+00:00,2026-05-21T16:23:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,LAX,2026-05-21T06:32:00+00:00,2026-05-21T19:03:00+00:00,Boeing 787-9 Dreamliner,180,180
LAX,TUN,2026-05-21T06:30:00+00:00,2026-05-21T19:01:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,ATH,2026-05-21T06:42:00+00:00,2026-05-21T08:43:00+00:00,Airbus A320neo,180,180
TUN,PRG,2026-05-21T06:22:00+00:00,2026-05-21T08:49:00+00:00,Boeing 737 MAX 9,180,180
TUN,MEX,2026-05-21T06:10:00+00:00,2026-05-21T18:28:00+00:00,Boeing 787-9 Dreamliner,180,180
MEX,TUN,2026-05-21T06:44:00+00:00,2026-05-21T19:02:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,CUN,2026-05-21T06:22:00+00:00,2026-05-21T17:26:00+00:00,Boeing 787-9 Dreamliner,180,180
BAH,TUN,2026-05-21T06:31:00+00:00,2026-05-21T11:45:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,AUH,2026-05-21T06:17:00+00:00,2026-05-21T12:01:00+00:00,Boeing 787-9 Dreamliner,180,180
AUH,TUN,2026-05-21T06:29:00+00:00,2026-05-21T12:13:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,DXB,2026-05-21T06:36:00+00:00,2026-05-21T12:22:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,ISB,2026-05-21T06:45:00+00:00,2026-05-21T13:48:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,PEW,2026-05-21T06:34:00+00:00,2026-05-21T13:28:00+00:00,Boeing 787-9 Dreamliner,180,180
PEW,TUN,2026-05-21T06:21:00+00:00,2026-05-21T13:15:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,DOH,2026-05-21T06:29:00+00:00,2026-05-21T11:53:00+00:00,Boeing 787-9 Dreamliner,180,180
DOH,TUN,2026-05-21T06:10:00+00:00,2026-05-21T11:34:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,IXA,2026-05-21T06:48:00+00:00,2026-05-21T16:10:00+00:00,Boeing 787-9 Dreamliner,180,180
IXA,TUN,2026-05-21T06:39:00+00:00,2026-05-21T16:01:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,IMF,2026-05-21T06:23:00+00:00,2026-05-21T15:56:00+00:00,Boeing 787-9 Dreamliner,180,180
IMF,TUN,2026-05-21T06:20:00+00:00,2026-05-21T15:53:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,HKG,2026-05-21T06:28:00+00:00,2026-05-21T18:02:00+00:00,Boeing 787-9 Dreamliner,180,180
HKG,TUN,2026-05-21T06:50:00+00:00,2026-05-21T18:24:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,HWR,2026-05-21T06:15:00+00:00,2026-05-21T13:42:00+00:00,Boeing 787-9 Dreamliner,180,180
HWR,TUN,2026-05-21T06:25:00+00:00,2026-05-21T13:52:00+00:00,Boeing 787-9 Dreamliner,180,180
TUN,IXE,2026-05-21T06:24:00+00:00,2026-05-21T14:54:00+00:00,Boeing 787-9 Dreamliner,180,180
IXE,TUN,2026-05-21T06:19:00+00:00,2026-05-21T14:49:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,CPH,2026-05-21T06:14:00+00:00,2026-05-21T07:40:00+00:00,Airbus A320neo,180,180
CPH,BRU,2026-05-21T06:50:00+00:00,2026-05-21T08:16:00+00:00,Airbus A320neo,180,180
BRU,CPT,2026-05-21T06:34:00+00:00,2026-05-21T17:59:00+00:00,Boeing 787-9 Dreamliner,180,180
CPT,BRU,2026-05-21T06:25:00+00:00,2026-05-21T17:50:00+00:00,Boeing 787-9 Dreamliner,180,180
DTW,BRU,2026-05-21T06:16:00+00:00,2026-05-21T14:11:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,SAN,2026-05-21T06:24:00+00:00,2026-05-21T17:21:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,BCN,2026-05-21T06:43:00+00:00,2026-05-21T08:34:00+00:00,Airbus A320neo,180,180
BCN,BRU,2026-05-21T06:45:00+00:00,2026-05-21T08:36:00+00:00,Airbus A320neo,180,180
AGP,BRU,2026-05-21T06:39:00+00:00,2026-05-21T09:22:00+00:00,Boeing 737 MAX 9,180,180
PRG,BRU,2026-05-21T06:43:00+00:00,2026-05-21T08:05:00+00:00,Airbus A320neo,180,180
BRU,ZRH,2026-05-21T06:48:00+00:00,2026-05-21T07:54:00+00:00,Airbus A320neo,180,180
BRU,KWI,2026-05-21T06:38:00+00:00,2026-05-21T12:16:00+00:00,Boeing 787-9 Dreamliner,180,180
KWI,BRU,2026-05-21T06:42:00+00:00,2026-05-21T12:20:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,BEY,2026-05-21T06:45:00+00:00,2026-05-21T11:09:00+00:00,Boeing 737 MAX 9,180,180
BEY,BRU,2026-05-21T06:20:00+00:00,2026-05-21T10:44:00+00:00,Boeing 737 MAX 9,180,180
BRU,ISB,2026-05-21T06:40:00+00:00,2026-05-21T13:51:00+00:00,Boeing 787-9 Dreamliner,180,180
ISB,BRU,2026-05-21T06:25:00+00:00,2026-05-21T13:36:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,IDR,2026-05-21T06:27:00+00:00,2026-05-21T14:48:00+00:00,Boeing 787-9 Dreamliner,180,180
IDR,BRU,2026-05-21T06:43:00+00:00,2026-05-21T15:04:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,HWR,2026-05-21T06:25:00+00:00,2026-05-21T14:03:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,IXE,2026-05-21T06:18:00+00:00,2026-05-21T15:29:00+00:00,Boeing 787-9 Dreamliner,180,180
TRZ,BRU,2026-05-21T06:31:00+00:00,2026-05-21T16:12:00+00:00,Boeing 787-9 Dreamliner,180,180
BRU,SIN,2026-05-21T06:36:00+00:00,2026-05-21T19:09:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,FRA,2026-05-21T06:34:00+00:00,2026-05-21T07:36:00+00:00,Airbus A320neo,180,180
FRA,BER,2026-05-21T06:47:00+00:00,2026-05-21T07:49:00+00:00,Airbus A320neo,180,180
BER,HAM,2026-05-21T06:11:00+00:00,2026-05-21T07:01:00+00:00,Airbus A320neo,180,180
HAM,BER,2026-05-21T06:46:00+00:00,2026-05-21T07:36:00+00:00,Airbus A320neo,180,180
HEL,BER,2026-05-21T06:36:00+00:00,2026-05-21T08:30:00+00:00,Airbus A320neo,180,180
BER,BOS,2026-05-21T06:44:00+00:00,2026-05-21T14:20:00+00:00,Boeing 787-9 Dreamliner,180,180
BOS,BER,2026-05-21T06:24:00+00:00,2026-05-21T14:00:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,EWR,2026-05-21T06:27:00+00:00,2026-05-21T14:24:00+00:00,Boeing 787-9 Dreamliner,180,180
EWR,BER,2026-05-21T06:11:00+00:00,2026-05-21T14:08:00+00:00,Boeing 787-9 Dreamliner,180,180
IAH,BER,2026-05-21T06:35:00+00:00,2026-05-21T16:55:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,LAX,2026-05-21T06:39:00+00:00,2026-05-21T17:52:00+00:00,Boeing 787-9 Dreamliner,180,180
LAX,BER,2026-05-21T06:49:00+00:00,2026-05-21T18:02:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,MCO,2026-05-21T06:35:00+00:00,2026-05-21T16:08:00+00:00,Boeing 787-9 Dreamliner,180,180
MCO,BER,2026-05-21T06:11:00+00:00,2026-05-21T15:44:00+00:00,Boeing 787-9 Dreamliner,180,180
SEA,BER,2026-05-21T06:39:00+00:00,2026-05-21T16:32:00+00:00,Boeing 787-9 Dreamliner,180,180
PRG,BER,2026-05-21T06:31:00+00:00,2026-05-21T07:20:00+00:00,Airbus A320neo,180,180
BER,ZRH,2026-05-21T06:34:00+00:00,2026-05-21T07:52:00+00:00,Airbus A320neo,180,180
BER,KBL,2026-05-21T06:36:00+00:00,2026-05-21T12:43:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,AMM,2026-05-21T06:32:00+00:00,2026-05-21T10:41:00+00:00,Boeing 737 MAX 9,180,180
BEY,BER,2026-05-21T06:12:00+00:00,2026-05-21T10:05:00+00:00,Boeing 737 MAX 9,180,180
BER,NRT,2026-05-21T06:25:00+00:00,2026-05-21T17:11:00+00:00,Boeing 787-9 Dreamliner,180,180
HND,BER,2026-05-21T06:46:00+00:00,2026-05-21T17:32:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,PUS,2026-05-21T06:39:00+00:00,2026-05-21T16:52:00+00:00,Boeing 787-9 Dreamliner,180,180
PUS,BER,2026-05-21T06:33:00+00:00,2026-05-21T16:46:00+00:00,Boeing 787-9 Dreamliner,180,180
RPR,BER,2026-05-21T06:17:00+00:00,2026-05-21T14:33:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,RML,2026-05-21T06:20:00+00:00,2026-05-21T15:51:00+00:00,Boeing 787-9 Dreamliner,180,180
RML,BER,2026-05-21T06:16:00+00:00,2026-05-21T15:47:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,IXA,2026-05-21T06:29:00+00:00,2026-05-21T15:13:00+00:00,Boeing 787-9 Dreamliner,180,180
IXA,BER,2026-05-21T06:34:00+00:00,2026-05-21T15:18:00+00:00,Boeing 787-9 Dreamliner,180,180
IXB,BER,2026-05-21T06:14:00+00:00,2026-05-21T14:29:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,DEL,2026-05-21T06:50:00+00:00,2026-05-21T14:04:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,VGA,2026-05-21T06:29:00+00:00,2026-05-21T15:07:00+00:00,Boeing 787-9 Dreamliner,180,180
VGA,BER,2026-05-21T06:48:00+00:00,2026-05-21T15:26:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,CCJ,2026-05-21T06:46:00+00:00,2026-05-21T15:34:00+00:00,Boeing 787-9 Dreamliner,180,180
CCJ,BER,2026-05-21T06:32:00+00:00,2026-05-21T15:20:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,GOX,2026-05-21T06:33:00+00:00,2026-05-21T14:45:00+00:00,Boeing 787-9 Dreamliner,180,180
BER,TRZ,2026-05-21T06:10:00+00:00,2026-05-21T15:12:00+00:00,Boeing 787-9 Dreamliner,180,180
TRZ,BER,2026-05-21T06:41:00+00:00,2026-05-21T15:43:00+00:00,Boeing 787-9 Dreamliner,180,180
TRV,BER,2026-05-21T06:50:00+00:00,2026-05-21T15:58:00+00:00,Boeing 787-9 Dreamliner,180,180
FRA,STN,2026-05-21T06:39:00+00:00,2026-05-21T07:55:00+00:00,Airbus A320neo,180,180
STN,FRA,2026-05-21T06:37:00+00:00,2026-05-21T07:53:00+00:00,Airbus A320neo,180,180
CPT,FRA,2026-05-21T06:27:00+00:00,2026-05-21T17:43:00+00:00,Boeing 787-9 Dreamliner,180,180
